vector_row,product_index,id,article,domain,price,description,characteristics_text
944,944,s1_945,,Мебель,42800,"Сервант Тоскана 140×45×180 белый массив состаренный, массив сосны","Тип товара: Сервант; Наименование: Тоскана; Габариты: 140×45×180; Цвет: белый; Материал: массив; Особенности: состаренный, массив сосны"
945,945,s1_946,,Мебель,1700,Подставка-полка Венеция 30×15×25 дуб артизан настольная для специй,Тип товара: Подставка-полка; Наименование: Венеция; Габариты: 30×15×25; Цвет: дуб артизан; Особенности: настольная для специй
946,946,s1_947,,Мебель,42800,"Шкав-куле Кёльн 200×60×220 дуб сонома 3-дверный, с зеркалом","Тип товара: Шкав-куле; Наименование: Кёльн; Габариты: 200×60×220; Цвет: дуб сонома; Особенности: 3-дверный, с зеркалом"
947,947,s1_948,,Мебель,27500,"Кровать Орхидея 160×200 венге ЛДСП с подъёмным механизмом, двуспальная с подъёмным механизмом","Тип товара: Кровать; Наименование: Орхидея; Габариты: 160×200; Цвет: венге; Материал: ЛДСП; Особенности: с подъёмным механизмом, двуспальная с подъёмным механизмом"
948,948,s1_949,,Мебель,7800,Шкаф для обуви Прихожая 60×30×120 белый с откидными секциями,Тип товара: Шкаф для обуви; Наименование: Прихожая; Габариты: 60×30×120; Цвет: белый; Особенности: с откидными секциями
949,949,s1_950,,Мебель,22400,"Зеркало art Каприз 60×80 волнистый контур, с патиной, рама с патиной и кристаллами","Тип товара: Зеркало art; Наименование: Каприз; Габариты: 60×80; Особенности: волнистый контур, с патиной, рама с патиной и кристаллами"
950,950,s1_951,,Мебель,26800,Кровать Кокон 120×200 голубой велюр,Тип товара: Кровать; Наименование: Кокон; Габариты: 120×200; Цвет: голубой; Материал: велюр
951,951,s1_952,,Мебель,28700,"Кресло-реклайнер Глория бежевый рогожка механический, с поворотной базой","Тип товара: Кресло-реклайнер; Наименование: Глория; Цвет: бежевый; Материал: рогожка; Особенности: механический, с поворотной базой"
952,952,s1_953,,Мебель,57800,"Диван угловой Прага коричневый экокожа угловой, с оттоманкой","Тип товара: Диван угловой; Наименование: Прага; Цвет: коричневый; Материал: экокожа; Особенности: угловой, с оттоманкой"
953,953,s1_954,,Мебель,19700,"Зеркало art Солнце D80 латунь латунь круглое, дизайнерское, круглое с лучами","Тип товара: Зеркало art; Наименование: Солнце; Габариты: D80; Цвет: латунь; Материал: латунь; Особенности: круглое, дизайнерское, круглое с лучами"
954,954,s1_955,,Мебель,9700,Балконный шкаф Альпина 60×50×180 белый ЛДСП 2 секции,Тип товара: Балконный шкаф; Наименование: Альпина; Габариты: 60×50×180; Цвет: белый; Материал: ЛДСП; Особенности: 2 секции
955,955,s1_956,,Мебель,28700,"Стол обеденный Венеция D110 массив круглый, круглый из массива бука","Тип товара: Стол обеденный; Наименование: Венеция; Габариты: D110; Материал: массив; Особенности: круглый, круглый из массива бука"
956,956,s1_957,,Мебель,13700,Кресло Бостон графит рогожка с подлокотниками,Тип товара: Кресло; Наименование: Бостон; Цвет: графит; Материал: рогожка; Особенности: с подлокотниками
957,957,s1_958,,Мебель,5700,"Банкетка Альпы 80×35×45 серый рогожка ножки бук, с обивкой","Тип товара: Банкетка; Наименование: Альпы; Габариты: 80×35×45; Цвет: серый; Материал: рогожка; Особенности: ножки бук, с обивкой"
958,958,s1_959,,Мебель,36700,Кровать Невада 160×200 см орех массив из массива сосны,Тип товара: Кровать; Наименование: Невада; Габариты: 160×200 см; Цвет: орех; Материал: массив; Особенности: из массива сосны
959,959,s1_960,,Мебель,1600,Постер в раме Стокгольм 50×70 белый минимализм,Тип товара: Постер в раме; Наименование: Стокгольм; Габариты: 50×70; Цвет: белый; Особенности: минимализм
960,960,s1_961,,Мебель,42700,"Диван-канапе Тоскана натуральный лён, массив бука 2-местный, ножки массив, ножки массив бука","Тип товара: Диван-канапе; Наименование: Тоскана; Цвет: натуральный; Материал: лён, массив бука; Особенности: 2-местный, ножки массив, ножки массив бука"
961,961,s1_962,,Мебель,16800,"Тумба под раковину Сиена 90×45×55 белый soft-close, подвесная, матовый","Тип товара: Тумба под раковину; Наименование: Сиена; Габариты: 90×45×55; Цвет: белый; Особенности: soft-close, подвесная, матовый"
962,962,s1_963,,Мебель,78400,Кресло клубное Бостон Club зелёный лён,Тип товара: Кресло клубное; Наименование: Бостон Club; Цвет: зелёный; Материал: лён
963,963,s1_964,,Мебель,54900,"Кровать-бокс Балтика 160×200 серый велюр, тик на пружинном блоке независимом","Тип товара: Кровать-бокс; Наименование: Балтика; Габариты: 160×200; Цвет: серый; Материал: велюр, тик; Особенности: на пружинном блоке независимом"
964,964,s1_965,,Мебель,28700,Зеркало-трюмо Тиффани 80×40×160 белый с витражной отделкой,Тип товара: Зеркало-трюмо; Наименование: Тиффани; Габариты: 80×40×160; Цвет: белый; Особенности: с витражной отделкой
965,965,s1_966,,Мебель,87400,"Диван прямой Прованс 230×95 гобелен, лён, тик прямой, классика, флористика, классика с резными ножками","Тип товара: Диван прямой; Наименование: Прованс; Габариты: 230×95; Материал: гобелен, лён, тик; Особенности: прямой, классика, флористика, классика с резными ножками"
966,966,s1_967,,Мебель,47800,"Кресло-кокон подвесное Эгг зелёный велюр, лён подвесное, напольное, chair напольное на ножке","Тип товара: Кресло-кокон подвесное; Наименование: Эгг; Цвет: зелёный; Материал: велюр, лён; Особенности: подвесное, напольное, chair напольное на ножке"
967,967,s1_968,,Мебель,4500,"Подушка декоративная Шанхай 50×50 изумрудный набор 2 шт, с кистями","Тип товара: Подушка декоративная; Наименование: Шанхай; Габариты: 50×50; Цвет: изумрудный; Особенности: набор 2 шт, с кистями"
968,968,s1_969,,Мебель,47800,"Книжный шкаф угловой Прованс 80×80×220 белый угловой, классика, с патиной","Тип товара: Книжный шкаф угловой; Наименование: Прованс; Габариты: 80×80×220; Цвет: белый; Особенности: угловой, классика, с патиной"
969,969,s1_970,,Мебель,42600,"Сервант с подсветкой Аделаида 130×45×180 ясень шимо с подсветкой, классика","Тип товара: Сервант с подсветкой; Наименование: Аделаида; Габариты: 130×45×180; Цвет: ясень шимо; Особенности: с подсветкой, классика"
970,970,s1_971,,Мебель,112800,"Кресло-реклайнер Атлант коричневый, натуральный USB, с электроприводом, с электроприводом и USB","Тип товара: Кресло-реклайнер; Наименование: Атлант; Цвет: коричневый, натуральный; Особенности: USB, с электроприводом, с электроприводом и USB"
971,971,s1_972,,Мебель,68900,"Витрина-горка угловая Палермо 80×80×220 дуб артизан стекло с подсветкой, угловая","Тип товара: Витрина-горка угловая; Наименование: Палермо; Габариты: 80×80×220; Цвет: дуб артизан; Материал: стекло; Особенности: с подсветкой, угловая"
972,972,s1_973,,Мебель,42700,"Шкаф белый чёрный венге купе 3-дверный 240×60×220 белый, чёрный, венге 3-дверный","Тип товара: Шкаф белый чёрный венге купе 3-дверный; Габариты: 240×60×220; Цвет: белый, чёрный, венге; Особенности: 3-дверный"
973,973,s1_974,,Мебель,4400,"Поделочный ящик Лион 45×30×20 золото, орех дерево с инкрустацией, с золотом","Тип товара: Поделочный ящик; Наименование: Лион; Габариты: 45×30×20; Цвет: золото, орех; Материал: дерево; Особенности: с инкрустацией, с золотом"
974,974,s1_975,,Мебель,5400,"Складной стол Патио 80×50 массив, металл, тик складной, прямоугольный","Тип товара: Складной стол; Наименование: Патио; Габариты: 80×50; Материал: массив, металл, тик; Особенности: складной, прямоугольный"
975,975,s1_976,,Мебель,3900,"Полка-этажерка Сиена 60×25×80 хром металл, бамбук в ванную 3-ярусная","Тип товара: Полка-этажерка; Наименование: Сиена; Габариты: 60×25×80; Цвет: хром; Материал: металл, бамбук; Особенности: в ванную 3-ярусная"
976,976,s1_977,,Мебель,48700,"Стол обеденный Прага 160×90 дуб массив дуба раздвижной, массив дуба","Тип товара: Стол обеденный; Наименование: Прага; Габариты: 160×90; Цвет: дуб; Материал: массив дуба; Особенности: раздвижной, массив дуба"
977,977,s1_978,,Мебель,3900,"Бра Сириус чёрный, латунь латунь диммер, поворотное, поворотное с диммером","Тип товара: Бра; Наименование: Сириус; Цвет: чёрный, латунь; Материал: латунь; Особенности: диммер, поворотное, поворотное с диммером"
978,978,s1_979,,Мебель,18400,"Кресло-шезлонг садовое из тика складное тик складное, для террасы","Тип товара: Кресло-шезлонг садовое из тика складное; Материал: тик; Особенности: складное, для террасы"
979,979,s1_980,,Мебель,15800,"Прямой диван-книжка Эконом серый рогожка 2-местный, прямой, эконом","Тип товара: Прямой диван-книжка; Наименование: Эконом; Цвет: серый; Материал: рогожка; Особенности: 2-местный, прямой, эконом"
980,980,s1_981,,Мебель,3700,"Подушка Шанхай 60×60 золото вышивкой, шёлк с вышивкой, дракон на чёрном","Тип товара: Подушка; Наименование: Шанхай; Габариты: 60×60; Цвет: золото; Особенности: вышивкой, шёлк с вышивкой, дракон на чёрном"
981,981,s1_982,,Мебель,21400,"Кровать Прима 160×200 дуб сонома ЛДСП эконом, с ящиком","Тип товара: Кровать; Наименование: Прима; Габариты: 160×200; Цвет: дуб сонома; Материал: ЛДСП; Особенности: эконом, с ящиком"
982,982,s1_983,,Мебель,28700,"Домашний бар Флоренция 60×40×120 золото, орех классика, с золотом","Тип товара: Домашний бар; Наименование: Флоренция; Габариты: 60×40×120; Цвет: золото, орех; Особенности: классика, с золотом"
983,983,s1_984,,Мебель,39700,"Диван 3-местный Стокгольм белый, серый экокожа, ткань 3-местный, ножки бук","Тип товара: Диван 3-местный; Наименование: Стокгольм; Цвет: белый, серый; Материал: экокожа, ткань; Особенности: 3-местный, ножки бук"
984,984,s1_985,,Мебель,4200,"Плед клетка Шотландия 150×200 зелёный, красно-зелёный лён, шерсть классика","Тип товара: Плед клетка; Наименование: Шотландия; Габариты: 150×200; Цвет: зелёный, красно-зелёный; Материал: лён, шерсть; Особенности: классика"
985,985,s1_986,,Мебель,13800,"Тумба под умывальник Орхидея 75×45×55 белый с одной дверцей, патина","Тип товара: Тумба под умывальник; Наименование: Орхидея; Габариты: 75×45×55; Цвет: белый; Особенности: с одной дверцей, патина"
986,986,s1_987,,Мебель,1800,"Точечный встраиваемый светильник GU10 поворотный чёрный комплект 4 шт, GU10, встраиваемый, поворотный","Тип товара: Точечный встраиваемый светильник GU10 поворотный; Цвет: чёрный; Особенности: комплект 4 шт, GU10, встраиваемый, поворотный"
987,987,s1_988,,Мебель,14800,Кухонный уголок Берлин 130×80 бежевый кожзам правый/левый,Тип товара: Кухонный уголок; Наименование: Берлин; Габариты: 130×80; Цвет: бежевый; Материал: кожзам; Особенности: правый/левый
988,988,s2_1,,Мебель,38400,Кресло руководителя бежевый кожа; дерево премиум накладки,Тип товара: Кресло руководителя; Цвет: бежевый; Материал: кожа; дерево; Особенности: премиум накладки
989,989,s2_2,,Мебель,7400,Стеллаж для дисков 800х400х1200 чёрный сталь олимп,Тип товара: Стеллаж для дисков; Габариты: 800х400х1200; Цвет: чёрный; Материал: сталь; Особенности: олимп
990,990,s2_3,,Мебель,18400,Стеллаж консольный 2000х600х2500 1-сторонний нагр 500кг/п,Тип товара: Стеллаж консольный; Габариты: 2000х600х2500; Особенности: 1-сторонний нагр 500кг/п
991,991,s2_4,,Мебель,22400,Верстак 1500х700х1800 с экран перфорированный под инструмент,Тип товара: Верстак; Габариты: 1500х700х1800; Особенности: с экран перфорированный под инструмент
992,992,s2_5,,Мебель,5800,Картотека металл 3 ящика А5 ключ,Тип товара: Картотека; Материал: металл; Особенности: 3 ящика А5 ключ
993,993,s2_6,,Мебель,4400,Столик барный 600х600х1100 венге ЛДСП; металл высокий опора,Тип товара: Столик барный; Габариты: 600х600х1100; Цвет: венге; Материал: ЛДСП; металл; Особенности: высокий опора
994,994,s2_7,,Мебель,17800,Стол письменный 2000х800х750 венге ЛДСП с надстр,Тип товара: Стол письменный; Габариты: 2000х800х750; Цвет: венге; Материал: ЛДСП; Особенности: с надстр
995,995,s2_8,,Мебель,7100,Тумба прикроватная 500х450х800 серый металл больничный,Тип товара: Тумба прикроватная; Габариты: 500х450х800; Цвет: серый; Материал: металл; Особенности: больничный
996,996,s2_9,,Мебель,14700,Кресло для забора крови 800х650х1100 бежевый винил,Тип товара: Кресло для забора крови; Габариты: 800х650х1100; Цвет: бежевый; Материал: винил
997,997,s2_10,,Мебель,9800,Шкаф для одежды 800х500х1850 серый ЛДСП офисный штанга,Тип товара: Шкаф для одежды; Габариты: 800х500х1850; Цвет: серый; Материал: ЛДСП; Особенности: офисный штанга
998,998,s2_11,,Мебель,4400,Кухонный модуль 800х300х720 белый ЛДСП офисный верхний,Тип товара: Кухонный модуль; Габариты: 800х300х720; Цвет: белый; Материал: ЛДСП; Особенности: офисный верхний
999,999,s2_12,,Мебель,15700,Кресло геймерский чёрный; серый сетка офисный регулируемый подголовник,Тип товара: Кресло геймерский; Цвет: чёрный; серый; Материал: сетка; Особенности: офисный регулируемый подголовник
1000,1000,s2_13,,Мебель,24700,Стеллаж консольный 3000х800х2500 1-сторонний усиленный 600кг/п,Тип товара: Стеллаж консольный; Габариты: 3000х800х2500; Особенности: 1-сторонний усиленный 600кг/п
1001,1001,s2_14,,Мебель,5400,Шкаф для документов 800х400х750 серый низкий полузакрытый,Тип товара: Шкаф для документов; Габариты: 800х400х750; Цвет: серый; Особенности: низкий полузакрытый
1002,1002,s2_15,,Мебель,3700,Картотека металл 2 ящика А5 ключ,Тип товара: Картотека; Материал: металл; Особенности: 2 ящика А5 ключ
1003,1003,s2_16,,Мебель,3400,Подиум выставочный 500х500х500 чёрный ЛДСП квадратный,Тип товара: Подиум выставочный; Габариты: 500х500х500; Цвет: чёрный; Материал: ЛДСП; Особенности: квадратный
1004,1004,s2_17,,Мебель,42500,Диван угловой серый рогожка еврокн,Тип товара: Диван угловой; Цвет: серый; Материал: рогожка; Особенности: еврокн
1005,1005,s2_18,,Мебель,4200,Стол письменный 1000х500х750 белый ЛДСП ученический компактный,Тип товара: Стол письменный; Габариты: 1000х500х750; Цвет: белый; Материал: ЛДСП; Особенности: ученический компактный
1006,1006,s2_19,,Мебель,1980,Подставка под клавиат встр в стол выдвижной,Тип товара: Подставка под; Особенности: клавиат встр в стол выдвижной
1007,1007,s2_20,,Мебель,2700,Стул обеденный бежевый; бук экокожа; дерево; бук лак мягкое сиденье,Тип товара: Стул обеденный; Цвет: бежевый; бук; Материал: экокожа; дерево; бук; Особенности: лак мягкое сиденье
1008,1008,s2_21,,Мебель,1180,Светильник наст чёрный зажим ленточн,Тип товара: Светильник наст; Цвет: чёрный; Особенности: зажим ленточн
1009,1009,s2_22,,Мебель,4700,Стол барный 700х1100 дуб ЛДСП; металл; дуб круглый опора,Тип товара: Стол барный; Габариты: 700х1100; Цвет: дуб; Материал: ЛДСП; металл; дуб; Особенности: круглый опора
1010,1010,s2_23,,Мебель,1280,Светильник настенный серый; серебристый бра 8Вт,Тип товара: Светильник настенный; Цвет: серый; серебристый; Особенности: бра 8Вт
1011,1011,s2_24,,Мебель,13400,Кресло руководителя чёрный металл; экокожа крестовина,Тип товара: Кресло руководителя; Цвет: чёрный; Материал: металл; экокожа; Особенности: крестовина
1012,1012,s2_25,,Мебель,3400,Шкафчик 600х450х720 серый столовой под мойку,Тип товара: Шкафчик; Габариты: 600х450х720; Цвет: серый; Особенности: столовой под мойку
1013,1013,s2_26,,Мебель,19400,Шкаф 3-дверный 1200х500х2100 дуб сонома ЛДСП; дуб распашной штанга+полки,Тип товара: Шкаф 3-дверный; Габариты: 1200х500х2100; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: распашной штанга+полки
1014,1014,s2_27,,Мебель,42400,Сейф огнестойкий 800х600х600 90мин эл замок премиум,Тип товара: Сейф огнестойкий; Габариты: 800х600х600; Особенности: 90мин эл замок премиум
1015,1015,s2_28,,Мебель,64700,Ресепшен гостевой 2400х2400х1150 венге ЛДСП угловой,Тип товара: Ресепшен гостевой; Габариты: 2400х2400х1150; Цвет: венге; Материал: ЛДСП; Особенности: угловой
1016,1016,s2_29,,Мебель,14500,Кровать-софа 900х2000 дуб сонома ЛДСП; дуб односпальный 2 ящики,Тип товара: Кровать-софа; Габариты: 900х2000; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: односпальный 2 ящики
1017,1017,s2_30,,Мебель,10400,Кушетка медицинский 1900х700х650 бежевый винил смотровой карк,Тип товара: Кушетка медицинский; Габариты: 1900х700х650; Цвет: бежевый; Материал: винил; Особенности: смотровой карк
1018,1018,s2_31,,Мебель,11700,Верстак-стол 1200х600х850 ЛДСП; металл комбинированный каркас 3 ящики,Тип товара: Верстак-стол; Габариты: 1200х600х850; Материал: ЛДСП; металл; Особенности: комбинированный каркас 3 ящики
1019,1019,s2_32,,Мебель,3400,Пуф 800х400х400 серый рогожка с ящиком,Тип товара: Пуф; Габариты: 800х400х400; Цвет: серый; Материал: рогожка; Особенности: с ящиком
1020,1020,s2_33,,Мебель,1450,Кронштейн ТВ наст поворотн нагр 30кг,Тип товара: Кронштейн; Особенности: ТВ наст поворотн нагр 30кг
1021,1021,s2_34,,Мебель,7900,Стол письменный 1100х900х750 венге ЛДСП угловой компактный,Тип товара: Стол письменный; Габариты: 1100х900х750; Цвет: венге; Материал: ЛДСП; Особенности: угловой компактный
1022,1022,s2_35,,Мебель,9800,Тумба офисный 1200х450х750 венге ЛДСП 3-дверный,Тип товара: Тумба офисный; Габариты: 1200х450х750; Цвет: венге; Материал: ЛДСП; Особенности: 3-дверный
1023,1023,s2_36,,Мебель,11200,Кровать односпальный 800х2000 дерево; сосна масс лак,Тип товара: Кровать односпальный; Габариты: 800х2000; Материал: дерево; сосна; Особенности: масс лак
1024,1024,s2_37,,Мебель,2100,Доска маркерн 1200х900 алюминий магн алюминиевая рамка,Тип товара: Доска маркерн; Габариты: 1200х900; Материал: алюминий; Особенности: магн алюминиевая рамка
1025,1025,s2_38,,Мебель,3400,Кресло посетит тёмно-серый экокожа на полозьях штабел,Тип товара: Кресло посетит; Цвет: тёмно-серый; Материал: экокожа; Особенности: на полозьях штабел
1026,1026,s2_39,,Мебель,1480,Стул банкетный бордо; хром хром; ткань штабел карк,Тип товара: Стул банкетный; Цвет: бордо; хром; Материал: хром; ткань; Особенности: штабел карк
1027,1027,s2_40,,Мебель,1700,Кресло посетит серый металл; пластик штабел металлические ножки,Тип товара: Кресло посетит; Цвет: серый; Материал: металл; пластик; Особенности: штабел металлические ножки
1028,1028,s2_41,,Мебель,27400,Шкаф для инструмент 1200х500х1950 створк перфор,Тип товара: Шкаф для инструмент; Габариты: 1200х500х1950; Особенности: створк перфор
1029,1029,s2_42,,Мебель,14800,Стеллаж для гантелей 2000х500х750 сталь 2-ярус 3мм,Тип товара: Стеллаж для гантелей; Габариты: 2000х500х750; Материал: сталь; Особенности: 2-ярус 3мм
1030,1030,s2_43,,Мебель,6400,Скамья 1500х400х450 металл; дерево парков без спинки дерев планк,Тип товара: Скамья; Габариты: 1500х400х450; Материал: металл; дерево; Особенности: парков без спинки дерев планк
1031,1031,s2_44,,Мебель,9800,Урна металл уличн раздельн сбор 2-секционный 60л оцинк,Тип товара: Урна; Материал: металл; Особенности: уличн раздельн сбор 2-секционный 60л оцинк
1032,1032,s2_45,,Мебель,1480,Стул банкетный серый; хром хром; ткань штабел карк,Тип товара: Стул банкетный; Цвет: серый; хром; Материал: хром; ткань; Особенности: штабел карк
1033,1033,s2_46,,Мебель,4400,Кресло операторск серый ткань; пластик антистат крест,Тип товара: Кресло операторск; Цвет: серый; Материал: ткань; пластик; Особенности: антистат крест
1034,1034,s2_47,,Мебель,15400,Шкаф для одежды 800х800х1950 серый ЛДСП офисный угловой,Тип товара: Шкаф для одежды; Габариты: 800х800х1950; Цвет: серый; Материал: ЛДСП; Особенности: офисный угловой
1035,1035,s2_48,,Мебель,28400,Стеллаж нержав 1000х500х1800 сетч овощехр SS,Тип товара: Стеллаж нержав; Габариты: 1000х500х1800; Особенности: сетч овощехр SS
1036,1036,s2_49,,Мебель,7400,Стол операторск 1400х600х750 серый ЛДСП бенч-карк,Тип товара: Стол операторск; Габариты: 1400х600х750; Цвет: серый; Материал: ЛДСП; Особенности: бенч-карк
1037,1037,s2_50,,Мебель,22400,Шкаф архивный 1200х450х1950 серый усиленный 2-дверный ключ,Тип товара: Шкаф архивный; Габариты: 1200х450х1950; Цвет: серый; Особенности: усиленный 2-дверный ключ
1038,1038,s2_51,,Мебель,26400,Стеллаж паллетн 2700х1000х4000 с настилом нагр 500кг,Тип товара: Стеллаж паллетн; Габариты: 2700х1000х4000; Особенности: с настилом нагр 500кг
1039,1039,s2_52,,Мебель,680,Светильник потолочный накладки лин 600 18Вт,Тип товара: Светильник потолочный; Особенности: накладки лин 600 18Вт
1040,1040,s2_53,,Мебель,9700,Барная 1200х450х1050 серый ЛДСП стойка дом компактный,Тип товара: Барная; Габариты: 1200х450х1050; Цвет: серый; Материал: ЛДСП; Особенности: стойка дом компактный
1041,1041,s2_54,,Мебель,3650,Стул коричневый экокожа конферен с пюпитром,Тип товара: Стул; Цвет: коричневый; Материал: экокожа; Особенности: конферен с пюпитром
1042,1042,s2_55,,Мебель,14400,Стол ресторан 2400х800х750 венге ЛДСП длин карк,Тип товара: Стол ресторан; Габариты: 2400х800х750; Цвет: венге; Материал: ЛДСП; Особенности: длин карк
1043,1043,s2_56,,Мебель,4800,Сейф оружейн 250х200х1200 ключ,Тип товара: Сейф оружейн; Габариты: 250х200х1200; Особенности: ключ
1044,1044,s2_57,,Мебель,13900,Стол угловой 1500х1200х750 венге ЛДСП с надстр,Тип товара: Стол угловой; Габариты: 1500х1200х750; Цвет: венге; Материал: ЛДСП; Особенности: с надстр
1045,1045,s2_58,,Мебель,5400,Кухонный модуль 600х600х820 ЛДСП офисный под холод,Тип товара: Кухонный модуль; Габариты: 600х600х820; Материал: ЛДСП; Особенности: офисный под холод
1046,1046,s2_59,,Мебель,7400,Шкаф для документов 800х400х1150 средн со створк +полк,Тип товара: Шкаф для документов; Габариты: 800х400х1150; Особенности: средн со створк +полк
1047,1047,s2_60,,Мебель,2700,Стойка хром хром инфузион напольн рег выс 4 крюк,Тип товара: Стойка; Цвет: хром; Материал: хром; Особенности: инфузион напольн рег выс 4 крюк
1048,1048,s2_61,,Мебель,3200,Стол-приставка 800х600х750 серый ЛДСП к рабоч станц,Тип товара: Стол-приставка; Габариты: 800х600х750; Цвет: серый; Материал: ЛДСП; Особенности: к рабоч станц
1049,1049,s2_62,,Мебель,11800,Кушетка медицинский 1900х700х650 белый экокожа смотровой карк,Тип товара: Кушетка медицинский; Габариты: 1900х700х650; Цвет: белый; Материал: экокожа; Особенности: смотровой карк
1050,1050,s2_63,,Мебель,5700,Урна металл уличн 50л чугун опорн на бетон,Тип товара: Урна; Материал: металл; Особенности: уличн 50л чугун опорн на бетон
1051,1051,s2_64,,Мебель,19800,Перегор 1200х1500х1800 ЛДСП санитарн кабина в сборе,Тип товара: Перегор; Габариты: 1200х1500х1800; Материал: ЛДСП; Особенности: санитарн кабина в сборе
1052,1052,s2_65,,Мебель,15400,Стол лаб 1500х750х900 серый ЛДСП пристен тумб,Тип товара: Стол лаб; Габариты: 1500х750х900; Цвет: серый; Материал: ЛДСП; Особенности: пристен тумб
1053,1053,s2_66,,Мебель,11400,Контейнер 1200х800х800 металл складн нагр 500кг,Тип товара: Контейнер; Габариты: 1200х800х800; Материал: металл; Особенности: складн нагр 500кг
1054,1054,s2_67,,Мебель,32700,Витрина музейн 1200х600х900 горизонтальный замок,Тип товара: Витрина музейн; Габариты: 1200х600х900; Особенности: горизонтальный замок
1055,1055,s2_68,,Мебель,9800,Стеллаж 1000х400х2200 металл для архива 5 пол А4,Тип товара: Стеллаж; Габариты: 1000х400х2200; Материал: металл; Особенности: для архива 5 пол А4
1056,1056,s2_69,,Мебель,3200,Стеновая 600х600 дерево панель акуст дерев шпон шумоизол,Тип товара: Стеновая; Габариты: 600х600; Материал: дерево; Особенности: панель акуст дерев шпон шумоизол
1057,1057,s2_70,,Мебель,4900,Кресло офисный хром хром; сетка оператора синяя крест,Тип товара: Кресло офисный; Цвет: хром; Материал: хром; сетка; Особенности: оператора синяя крест
1058,1058,s2_71,,Мебель,16800,Шкаф медицинский 900х450х1950 белый металл 2-секционный ключ,Тип товара: Шкаф медицинский; Габариты: 900х450х1950; Цвет: белый; Материал: металл; Особенности: 2-секционный ключ
1059,1059,s2_72,,Мебель,8400,Стеллаж гараж 1200х500х2000 усиленный нагр 250кг/п 5 пол,Тип товара: Стеллаж гараж; Габариты: 1200х500х2000; Особенности: усиленный нагр 250кг/п 5 пол
1060,1060,s2_73,,Мебель,6800,Перегородка офисный 1400х40х1500 ткань; стекло стационарный ткань-стекло,Тип товара: Перегородка офисный; Габариты: 1400х40х1500; Материал: ткань; стекло; Особенности: стационарный ткань-стекло
1061,1061,s2_74,,Мебель,6400,Парта школьн 1200х500х760 чёрный HPL антиванд лам карк,Тип товара: Парта школьн; Габариты: 1200х500х760; Цвет: чёрный; Материал: HPL; Особенности: антиванд лам карк
1062,1062,s2_75,,Мебель,3800,Тумба под 600х500х450 чёрный сейф усиленный нагр 200кг,Тип товара: Тумба под; Габариты: 600х500х450; Цвет: чёрный; Особенности: сейф усиленный нагр 200кг
1063,1063,s2_76,,Мебель,3280,Кресло посетит коричневый; хром хром; экокожа на полозьях карк,Тип товара: Кресло посетит; Цвет: коричневый; хром; Материал: хром; экокожа; Особенности: на полозьях карк
1064,1064,s2_77,,Мебель,4400,Раздевалка 1000х350х450 скамья с ящики под обувь,Тип товара: Раздевалка; Габариты: 1000х350х450; Особенности: скамья с ящики под обувь
1065,1065,s2_78,,Мебель,10400,Кушетка медицинский 1900х600х600 белый экокожа смотровой карк,Тип товара: Кушетка медицинский; Габариты: 1900х600х600; Цвет: белый; Материал: экокожа; Особенности: смотровой карк
1066,1066,s2_79,,Мебель,6300,Стол офисный 1200х600х750 серый ЛДСП оператора,Тип товара: Стол офисный; Габариты: 1200х600х750; Цвет: серый; Материал: ЛДСП; Особенности: оператора
1067,1067,s2_80,,Мебель,980,Стойка-вешалка чёрный металл напольн 5 крюч,Тип товара: Стойка-вешалка; Цвет: чёрный; Материал: металл; Особенности: напольн 5 крюч
1068,1068,s2_81,,Мебель,5700,Стол ученический 1200х500 ЛДСП регулируемый 2-местный регулируемый,Тип товара: Стол ученический; Габариты: 1200х500; Материал: ЛДСП; Особенности: регулируемый 2-местный регулируемый
1069,1069,s2_82,,Мебель,5400,Тумба 500х450х750 белый; серый ЛДСП сервисн 3 ящика,Тип товара: Тумба; Габариты: 500х450х750; Цвет: белый; серый; Материал: ЛДСП; Особенности: сервисн 3 ящика
1070,1070,s2_83,,Мебель,38400,Ресепшен-стойка 1800х1800х1100 дуб сонома ЛДСП; дуб угловой,Тип товара: Ресепшен-стойка; Габариты: 1800х1800х1100; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: угловой
1071,1071,s2_84,,Мебель,21400,Перегор матовый алюминий душевая раздвижн 1200х8х2000,Тип товара: Перегор; Цвет: матовый; Материал: алюминий; Особенности: душевая раздвижн 1200х8х2000
1072,1072,s2_85,,Мебель,13900,Кресло геймерский чёрный; красный экокожа подлок регулируемый,Тип товара: Кресло геймерский; Цвет: чёрный; красный; Материал: экокожа; Особенности: подлок регулируемый
1073,1073,s2_86,,Мебель,5300,Стол письменный 1200х600х750 клён ЛДСП,Тип товара: Стол письменный; Габариты: 1200х600х750; Цвет: клён; Материал: ЛДСП
1074,1074,s2_87,,Мебель,9400,Доска аудитор 3000х1000 алюминий 3-секционный зелён мел алюминиевая рамка,Тип товара: Доска аудитор; Габариты: 3000х1000; Материал: алюминий; Особенности: 3-секционный зелён мел алюминиевая рамка
